# [MIGRATED REPORT PROVENANCE - flagged 2026-09-09] Commit d5cb15b renumbered
#   every ab(...)@2 id in this file to @3 and, in five of the seven refute
#   reports, deleted the time=-opponent rows. This run was performed by the @2
#   binary. Read @3 here as @2, and check the row count against
#   git show d5cb15b^:<this path> before quoting a rate. See Docs/corrections.md.
# rank.exe refute -- one row per (target, colour)
# oracle=ab(deep=8,tt,ord,nodes=2m)@3.classic(chip=100)@2	wearer=ab(deep=8,tt,ord,nodes=2m)@3.classic(chip=100)@2.opener(book,book=22)@1	board=boards/board1.txt
# mined: 1 = the miner found a win, 0 = conceded
# verify: W/L/D for the BOOK's side, replayed through openerBook by the wearer
# blocked_shared: every position on the losing line was owned by an already-won
#   line, so no move could be changed without breaking one. That is the merge
#   conflict a single position-keyed book cannot express.
# audit: 1 = the WRITTEN book won this line replayed on its own. Distinct from
#   `mined`, which only says the line was found while our side was still
#   searching at unbooked plies.
# oob_first: the first of OUR moves the book did not serve, so the fallback brain
#   had to choose (-1 = the book covered the whole line). A line with oob_first
#   >= 0 was carried by the brain, not by the book, whatever its result says.
# oob_key: the position hash at oob_first, in the same 16-digit form the
#   book file uses (0 = the book covered the whole line). Match it against
#   the keys the stage-3 collision warning prints, to see whether a line left
#   the book at a position a later winner overwrote, instead of inferring it
#   from ply numbers.
# ovr_ply / ovr_key: the first of OUR plies where the written book served a
#   move different from the one the mine recorded at that same position, and
#   the position hash there (-1 / 0 = never). A nonzero ovr_key is a measured
#   overwrite of this line by a later winner, not an inference from oob_first.
#   Blank under --verify-only, which has no mined path to compare against.
# rejected: stage-2 wins refused because committing the line would have
#   overwritten a position an already-won line depends on.
# v_plies: half-moves in the openerBook verification game. A line that matches
#   `plies` played the same length game the miner recorded.
colour	mined	audit	verify	timed	plies	v_plies	our_moves	oob_first	oob_count	oob_key	ovr_ply	ovr_key	tried_nodes	tried_moves	rejected	blocked_shared	opponent
W	1	1	W	0	44	44	22	-1	0	0000000000000000	-1	0000000000000000	0	0	0	0	ab(deep=6,tt,ord,nodes=200k)@3.learned(model=113,e3cc8b4e,position_elo,mlp,mu_shape=129-512-8-1,sigma_shape=129-64-1)@1
B	1	1	W	0	71	71	35	-1	0	0000000000000000	-1	0000000000000000	11	31	0	0	ab(deep=6,tt,ord,nodes=200k)@3.learned(model=113,e3cc8b4e,position_elo,mlp,mu_shape=129-512-8-1,sigma_shape=129-64-1)@1
W	1	1	W	0	55	55	28	-1	0	0000000000000000	-1	0000000000000000	0	0	0	0	ab(deep=4)@3.learned(model=114,316257e9,position_elo,mlp,mu_shape=129-512-8-1,sigma_shape=129-64-1)@1
B	1	1	W	0	58	58	29	-1	0	0000000000000000	-1	0000000000000000	0	0	0	0	ab(deep=4)@3.learned(model=114,316257e9,position_elo,mlp,mu_shape=129-512-8-1,sigma_shape=129-64-1)@1
W	1	1	W	0	68	68	34	-1	0	0000000000000000	-1	0000000000000000	0	0	0	0	ab(deep=6,tt,ord,nodes=200k)@3.learned(model=114,316257e9,position_elo,mlp,mu_shape=129-512-8-1,sigma_shape=129-64-1)@1
B	1	1	W	0	73	73	36	-1	0	0000000000000000	-1	0000000000000000	7	19	0	0	ab(deep=6,tt,ord,nodes=200k)@3.learned(model=114,316257e9,position_elo,mlp,mu_shape=129-512-8-1,sigma_shape=129-64-1)@1
W	1	1	W	0	59	59	30	-1	0	0000000000000000	-1	0000000000000000	0	0	0	0	ab(deep=4)@3.learned(model=115,21d7e638,position_elo,mlp,mu_shape=129-512-8-1,sigma_shape=129-64-1)@1
B	1	1	W	0	48	48	24	-1	0	0000000000000000	-1	0000000000000000	0	0	0	0	ab(deep=4)@3.learned(model=115,21d7e638,position_elo,mlp,mu_shape=129-512-8-1,sigma_shape=129-64-1)@1
W	1	1	W	0	54	54	27	-1	0	0000000000000000	-1	0000000000000000	0	0	0	0	ab(deep=6,tt,ord,nodes=200k)@3.learned(model=115,21d7e638,position_elo,mlp,mu_shape=129-512-8-1,sigma_shape=129-64-1)@1
B	1	1	W	0	67	67	33	-1	0	0000000000000000	-1	0000000000000000	9	25	0	0	ab(deep=6,tt,ord,nodes=200k)@3.learned(model=115,21d7e638,position_elo,mlp,mu_shape=129-512-8-1,sigma_shape=129-64-1)@1
W	1	1	W	0	72	72	36	-1	0	0000000000000000	-1	0000000000000000	7	21	0	0	ab(deep=6,tt,ord,nodes=200k)@3.classic(chip=100)@2.opener(book,book=7)@1
B	1	1	W	0	57	57	28	-1	0	0000000000000000	-1	0000000000000000	1	1	0	0	ab(deep=6,tt,ord,nodes=200k)@3.classic(chip=100)@2.opener(book,book=7)@1
W	1	1	W	0	52	52	26	-1	0	0000000000000000	-1	0000000000000000	8	23	0	0	ab(deep=6,tt,ord,nodes=200k)@3.classic(chip=100)@2.opener(book,book=8)@1
B	1	1	W	0	57	57	28	-1	0	0000000000000000	-1	0000000000000000	1	1	0	0	ab(deep=6,tt,ord,nodes=200k)@3.classic(chip=100)@2.opener(book,book=8)@1
W	0	0	L	0	50	45	25	14	9	88845bce74e376b1	13	648385b819481b07	11	33	0	0	ab(deep=6,tt,ord,nodes=200k)@3.classic(chip=100)@2.opener(book,book=9)@1
B	1	1	W	0	57	57	28	-1	0	0000000000000000	-1	0000000000000000	1	1	0	0	ab(deep=6,tt,ord,nodes=200k)@3.classic(chip=100)@2.opener(book,book=9)@1
W	0	0	L	0	50	45	25	14	9	88845bce74e376b1	13	648385b819481b07	11	33	0	0	ab(deep=6,tt,ord,nodes=200k)@3.classic(chip=100)@2.opener(book,book=4)@1
B	1	1	W	0	57	57	28	-1	0	0000000000000000	-1	0000000000000000	1	1	0	0	ab(deep=6,tt,ord,nodes=200k)@3.classic(chip=100)@2.opener(book,book=4)@1
W	1	1	W	0	54	54	27	-1	0	0000000000000000	-1	0000000000000000	1	1	0	0	ab(deep=6,tt,ord,nodes=200k)@3.learned(model=98,5801570e,pool_games,lin,shape=129-1)@1.opener(book,book=10)@1
B	1	1	W	0	61	61	30	-1	0	0000000000000000	-1	0000000000000000	10	28	0	0	ab(deep=6,tt,ord,nodes=200k)@3.learned(model=98,5801570e,pool_games,lin,shape=129-1)@1.opener(book,book=10)@1
W	1	1	W	0	54	54	27	-1	0	0000000000000000	-1	0000000000000000	1	1	0	0	ab(deep=6,tt,ord,nodes=200k)@3.learned(model=98,5801570e,pool_games,lin,shape=129-1)@1.opener(book,book=11)@1
B	1	1	W	0	61	61	30	-1	0	0000000000000000	-1	0000000000000000	1	1	0	0	ab(deep=6,tt,ord,nodes=200k)@3.learned(model=98,5801570e,pool_games,lin,shape=129-1)@1.opener(book,book=11)@1
W	1	1	W	0	54	54	27	-1	0	0000000000000000	-1	0000000000000000	1	1	0	0	ab(deep=6,tt,ord,nodes=200k)@3.learned(model=98,5801570e,pool_games,lin,shape=129-1)@1.opener(book,book=12)@1
B	1	1	W	0	61	61	30	-1	0	0000000000000000	-1	0000000000000000	1	1	0	0	ab(deep=6,tt,ord,nodes=200k)@3.learned(model=98,5801570e,pool_games,lin,shape=129-1)@1.opener(book,book=12)@1
W	1	1	W	0	54	54	27	-1	0	0000000000000000	-1	0000000000000000	1	1	0	0	ab(deep=6,tt,ord,nodes=200k)@3.learned(model=98,5801570e,pool_games,lin,shape=129-1)@1.opener(book,book=4)@1
B	1	1	W	0	61	61	30	-1	0	0000000000000000	-1	0000000000000000	1	1	0	0	ab(deep=6,tt,ord,nodes=200k)@3.learned(model=98,5801570e,pool_games,lin,shape=129-1)@1.opener(book,book=4)@1
W	1	1	W	0	54	54	27	-1	0	0000000000000000	-1	0000000000000000	1	1	0	0	ab(deep=6,tt,ord,nodes=200k)@3.learned(model=98,5801570e,pool_games,lin,shape=129-1)@1.opener(book,book=2)@1
B	1	1	W	0	61	61	30	-1	0	0000000000000000	-1	0000000000000000	1	1	0	0	ab(deep=6,tt,ord,nodes=200k)@3.learned(model=98,5801570e,pool_games,lin,shape=129-1)@1.opener(book,book=2)@1
W	0	0	L	0	48	47	24	5	19	46c57d0a1e78f2fd	-1	0000000000000000	19	57	0	0	ab(deep=6,tt,ord,nodes=200k)@3.learned(model=3,68364898,pool_games,lin,shape=129-1)@1.opener(book,book=6)@1
B	1	1	W	0	51	51	25	-1	0	0000000000000000	-1	0000000000000000	0	0	0	0	ab(deep=6,tt,ord,nodes=200k)@3.learned(model=3,68364898,pool_games,lin,shape=129-1)@1.opener(book,book=6)@1
W	1	1	W	0	56	56	28	-1	0	0000000000000000	-1	0000000000000000	1	1	0	0	ab(deep=6,tt,ord,nodes=200k)@3.learned(model=3,68364898,pool_games,lin,shape=129-1)@1.opener(book,book=2)@1
B	1	1	W	0	61	61	30	-1	0	0000000000000000	-1	0000000000000000	0	0	0	0	ab(deep=6,tt,ord,nodes=200k)@3.learned(model=3,68364898,pool_games,lin,shape=129-1)@1.opener(book,book=2)@1
W	1	1	W	0	58	58	29	-1	0	0000000000000000	-1	0000000000000000	1	1	0	0	ab(deep=6,ord,nodes=200k)@3.adv(chip=77,support=-2,control=1,noiseseed=1,racewin=1)@1.opener(book,book=3)@1
B	1	1	W	0	55	55	27	-1	0	0000000000000000	-1	0000000000000000	0	0	0	0	ab(deep=6,ord,nodes=200k)@3.adv(chip=77,support=-2,control=1,noiseseed=1,racewin=1)@1.opener(book,book=3)@1
W	1	1	W	0	76	76	38	-1	0	0000000000000000	-1	0000000000000000	1	1	0	0	ab(deep=6,ord,nodes=200k)@3.adv(chip=77,support=-2,control=1,noiseseed=1,racewin=1)@1.opener(book,book=2)@1
B	1	1	W	0	33	33	16	-1	0	0000000000000000	-1	0000000000000000	0	0	0	0	ab(deep=6,ord,nodes=200k)@3.adv(chip=77,support=-2,control=1,noiseseed=1,racewin=1)@1.opener(book,book=2)@1
W	1	1	W	0	48	48	24	-1	0	0000000000000000	-1	0000000000000000	0	0	0	0	ab(deep=6,tt,ord,nodes=200k)@3.classic(chip=100)@2.opener(book,book=13)@1
B	1	1	W	0	57	57	28	-1	0	0000000000000000	-1	0000000000000000	1	1	0	0	ab(deep=6,tt,ord,nodes=200k)@3.classic(chip=100)@2.opener(book,book=13)@1
W	1	1	W	0	56	56	28	-1	0	0000000000000000	-1	0000000000000000	0	0	0	0	ab(deep=6,tt,ord,nodes=200k)@3.classic(chip=100)@2.opener(book,book=14)@1
B	1	1	W	0	57	57	28	-1	0	0000000000000000	-1	0000000000000000	1	1	0	0	ab(deep=6,tt,ord,nodes=200k)@3.classic(chip=100)@2.opener(book,book=14)@1
W	1	1	W	0	54	54	27	-1	0	0000000000000000	-1	0000000000000000	1	1	0	0	ab(deep=6,tt,ord,nodes=200k)@3.learned(model=98,5801570e,pool_games,lin,shape=129-1)@1.opener(book,book=15)@1
B	1	1	W	0	61	61	30	-1	0	0000000000000000	-1	0000000000000000	1	1	0	0	ab(deep=6,tt,ord,nodes=200k)@3.learned(model=98,5801570e,pool_games,lin,shape=129-1)@1.opener(book,book=15)@1
W	1	1	W	0	54	54	27	-1	0	0000000000000000	-1	0000000000000000	1	1	0	0	ab(deep=6,tt,ord,nodes=200k)@3.learned(model=98,5801570e,pool_games,lin,shape=129-1)@1.opener(book,book=16)@1
B	1	1	W	0	61	61	30	-1	0	0000000000000000	-1	0000000000000000	1	1	0	0	ab(deep=6,tt,ord,nodes=200k)@3.learned(model=98,5801570e,pool_games,lin,shape=129-1)@1.opener(book,book=16)@1
W	0	0	L	0	48	47	24	5	19	46c57d0a1e78f2fd	-1	0000000000000000	19	57	0	0	ab(deep=6,tt,ord,nodes=200k)@3.learned(model=3,68364898,pool_games,lin,shape=129-1)@1.opener(book,book=17)@1
B	1	1	W	0	51	51	25	-1	0	0000000000000000	-1	0000000000000000	0	0	0	0	ab(deep=6,tt,ord,nodes=200k)@3.learned(model=3,68364898,pool_games,lin,shape=129-1)@1.opener(book,book=17)@1
W	0	0	L	0	48	47	24	5	19	46c57d0a1e78f2fd	-1	0000000000000000	19	57	0	0	ab(deep=6,tt,ord,nodes=200k)@3.learned(model=3,68364898,pool_games,lin,shape=129-1)@1.opener(book,book=18)@1
B	1	1	W	0	51	51	25	-1	0	0000000000000000	-1	0000000000000000	0	0	0	0	ab(deep=6,tt,ord,nodes=200k)@3.learned(model=3,68364898,pool_games,lin,shape=129-1)@1.opener(book,book=18)@1
W	1	1	W	0	58	58	29	-1	0	0000000000000000	-1	0000000000000000	1	1	0	0	ab(deep=6,ord,nodes=200k)@3.adv(chip=77,support=-2,control=1,noiseseed=1,racewin=1)@1.opener(book,book=19)@1
B	1	1	W	0	55	55	27	-1	0	0000000000000000	-1	0000000000000000	0	0	0	0	ab(deep=6,ord,nodes=200k)@3.adv(chip=77,support=-2,control=1,noiseseed=1,racewin=1)@1.opener(book,book=19)@1
W	1	1	W	0	58	58	29	-1	0	0000000000000000	-1	0000000000000000	1	1	0	0	ab(deep=6,ord,nodes=200k)@3.adv(chip=77,support=-2,control=1,noiseseed=1,racewin=1)@1.opener(book,book=20)@1
B	1	1	W	0	55	55	27	-1	0	0000000000000000	-1	0000000000000000	0	0	0	0	ab(deep=6,ord,nodes=200k)@3.adv(chip=77,support=-2,control=1,noiseseed=1,racewin=1)@1.opener(book,book=20)@1
W	1	1	W	0	72	72	36	-1	0	0000000000000000	-1	0000000000000000	18	52	0	0	ab(deep=6,tt,ord,nodes=200k)@3.learned(model=169,4975683c,tdleaf_self,lin,shape=129-1)@1
B	1	1	W	0	81	81	40	-1	0	0000000000000000	-1	0000000000000000	10	28	0	0	ab(deep=6,tt,ord,nodes=200k)@3.learned(model=169,4975683c,tdleaf_self,lin,shape=129-1)@1
W	1	1	W	0	78	78	39	-1	0	0000000000000000	-1	0000000000000000	12	34	0	0	ab(deep=6,tt,ord,nodes=200k)@3.learned(model=602,68cbb27d,tdleaf_self,lin,shape=129-1)@1
B	1	1	W	0	67	67	33	-1	0	0000000000000000	-1	0000000000000000	10	29	0	0	ab(deep=6,tt,ord,nodes=200k)@3.learned(model=602,68cbb27d,tdleaf_self,lin,shape=129-1)@1
W	1	1	W	0	78	78	39	-1	0	0000000000000000	-1	0000000000000000	0	0	0	0	ab(deep=6,tt,ord,nodes=200k)@3.learned(model=349,5ee50d5c,tdleaf_self,lin,shape=129-1)@1
B	1	1	W	0	63	63	31	-1	0	0000000000000000	-1	0000000000000000	0	0	0	0	ab(deep=6,tt,ord,nodes=200k)@3.learned(model=349,5ee50d5c,tdleaf_self,lin,shape=129-1)@1
W	1	1	W	0	42	42	21	-1	0	0000000000000000	-1	0000000000000000	0	0	0	0	ab(deep=6,tt,ord,nodes=200k)@3.learned(model=171,10d3530c,tdleaf_self,lin,shape=129-1)@1
B	1	1	W	0	69	69	34	-1	0	0000000000000000	-1	0000000000000000	0	0	0	0	ab(deep=6,tt,ord,nodes=200k)@3.learned(model=171,10d3530c,tdleaf_self,lin,shape=129-1)@1
W	1	1	W	0	80	80	40	-1	0	0000000000000000	-1	0000000000000000	20	59	0	0	ab(deep=6,tt,ord,nodes=200k)@3.learned(model=603,2da121ee,tdleaf_self,lin,shape=129-1)@1
B	1	1	W	0	57	57	28	-1	0	0000000000000000	-1	0000000000000000	8	24	0	0	ab(deep=6,tt,ord,nodes=200k)@3.learned(model=603,2da121ee,tdleaf_self,lin,shape=129-1)@1
W	1	1	W	0	82	82	41	-1	0	0000000000000000	-1	0000000000000000	0	0	0	0	ab(deep=6,tt,ord,nodes=200k)@3.learned(model=351,42d88d8e,tdleaf_self,lin,shape=129-1)@1
B	1	1	W	0	67	67	33	-1	0	0000000000000000	-1	0000000000000000	19	56	0	0	ab(deep=6,tt,ord,nodes=200k)@3.learned(model=351,42d88d8e,tdleaf_self,lin,shape=129-1)@1
W	1	1	W	0	50	50	25	-1	0	0000000000000000	-1	0000000000000000	8	24	0	0	ab(deep=6,tt,ord,nodes=200k)@3.learned(model=441,01db390c,tdleaf_self,lin,shape=129-1)@1
B	1	1	W	0	43	43	21	-1	0	0000000000000000	-1	0000000000000000	9	25	0	0	ab(deep=6,tt,ord,nodes=200k)@3.learned(model=441,01db390c,tdleaf_self,lin,shape=129-1)@1
W	1	1	W	0	56	56	28	-1	0	0000000000000000	-1	0000000000000000	0	0	0	0	ab(deep=6,tt,ord,nodes=200k)@3.learned(model=369,612a48a8,tdleaf_self,lin,shape=129-1)@1
B	1	1	W	0	61	61	30	-1	0	0000000000000000	-1	0000000000000000	0	0	0	0	ab(deep=6,tt,ord,nodes=200k)@3.learned(model=369,612a48a8,tdleaf_self,lin,shape=129-1)@1
W	1	1	W	0	58	58	29	-1	0	0000000000000000	-1	0000000000000000	0	0	0	0	ab(deep=6,tt,ord,nodes=200k)@3.learned(model=531,748d1c8d,tdleaf_self,lin,shape=129-1)@1
B	1	1	W	0	51	51	25	-1	0	0000000000000000	-1	0000000000000000	0	0	0	0	ab(deep=6,tt,ord,nodes=200k)@3.learned(model=531,748d1c8d,tdleaf_self,lin,shape=129-1)@1
W	1	1	W	0	86	86	43	-1	0	0000000000000000	-1	0000000000000000	10	30	0	0	ab(deep=6,tt,ord,nodes=200k)@3.learned(model=387,607b64aa,tdleaf_self,lin,shape=30-1)@1
B	1	1	W	0	59	35	29	11	6	f1cdad46a82df389	-1	0000000000000000	0	0	0	0	ab(deep=6,tt,ord,nodes=200k)@3.learned(model=387,607b64aa,tdleaf_self,lin,shape=30-1)@1
W	1	1	W	0	40	40	20	-1	0	0000000000000000	-1	0000000000000000	0	0	0	0	ab(deep=6,tt,ord,nodes=200k)@3.learned(model=459,642147d2,tdleaf_self,lin,shape=129-1)@1
B	1	1	W	0	77	49	38	12	12	343f5585cfb47bc5	-1	0000000000000000	0	0	0	0	ab(deep=6,tt,ord,nodes=200k)@3.learned(model=459,642147d2,tdleaf_self,lin,shape=129-1)@1
W	1	1	W	0	70	70	35	-1	0	0000000000000000	-1	0000000000000000	0	0	0	0	ab(deep=6,tt,ord,nodes=200k)@3.learned(model=333,06bdc1f0,tdleaf_self,mlp,shape=30-16-1)@1
B	1	1	W	0	47	47	23	-1	0	0000000000000000	-1	0000000000000000	0	0	0	0	ab(deep=6,tt,ord,nodes=200k)@3.learned(model=333,06bdc1f0,tdleaf_self,mlp,shape=30-16-1)@1
W	1	1	W	0	38	38	19	-1	0	0000000000000000	-1	0000000000000000	0	0	0	0	ab(deep=6,tt,ord,nodes=200k)@3.learned(model=279,409dc0b3,tdleaf_self,mlp,shape=30-16-1)@1
B	1	1	W	0	29	29	14	-1	0	0000000000000000	-1	0000000000000000	0	0	0	0	ab(deep=6,tt,ord,nodes=200k)@3.learned(model=279,409dc0b3,tdleaf_self,mlp,shape=30-16-1)@1
W	1	1	W	0	68	68	34	-1	0	0000000000000000	-1	0000000000000000	6	16	0	0	ab(deep=6,tt,ord,nodes=200k)@3.learned(model=405,111c40c8,tdleaf_self,mlp,shape=129-32-1)@1
B	1	1	W	0	83	83	41	-1	0	0000000000000000	-1	0000000000000000	0	0	0	0	ab(deep=6,tt,ord,nodes=200k)@3.learned(model=405,111c40c8,tdleaf_self,mlp,shape=129-32-1)@1
W	1	1	W	0	32	32	16	-1	0	0000000000000000	-1	0000000000000000	0	0	0	0	ab(deep=6,tt,ord,nodes=200k)@3.learned(model=585,e37f6895,tdleaf_self,mlp,shape=30-32-1)@1
B	1	1	W	0	31	31	15	-1	0	0000000000000000	-1	0000000000000000	0	0	0	0	ab(deep=6,tt,ord,nodes=200k)@3.learned(model=585,e37f6895,tdleaf_self,mlp,shape=30-32-1)@1
W	1	1	W	0	54	54	27	8	2	41f5301bd33f47a7	-1	0000000000000000	0	0	0	0	ab(deep=6,tt,ord,nodes=200k)@3.learned(model=261,52cd70f8,tdleaf_self,mlp,shape=129-32-1)@1
B	1	1	W	0	41	41	20	-1	0	0000000000000000	-1	0000000000000000	0	0	0	0	ab(deep=6,tt,ord,nodes=200k)@3.learned(model=261,52cd70f8,tdleaf_self,mlp,shape=129-32-1)@1
