# rank.exe refute -- refutation book, one entry per position where the
# book-wearer moves. Lines carry the full continuation to the win, so the
# wearer's own brain is never consulted on a covered line.
# oracle=ab(deep=8,tt,ord,nodes=2m)@3.classic(chip=100)@2
# board=boards/board1.txt	roster=ranking/roster_refute_snapshot.txt
# targets=210	solved=203
# wear it as: ab(deep=8,tt,ord,nodes=2m)@3.classic(chip=100)@2.opener(book,book=26)@1
37dbf4d1f9321c0c 0 4 1
37e7a7c0598ae06f 1 7 0
37ed07c98a76720b 5 2 4
37ed9b72b7540d85 1 2 0
3802ded2c89aa4d1 3 5 2
3805cfa885061f7f 7 6 6
3819774786fa3c53 1 3 0
381bf5a9a8f31e88 3 4 2
381e74f83bb907a0 2 4 1
382aff56e518cab2 0 1 1
382b05c7b64217aa 3 3 3
382ed03df43bd6d0 0 3 1
3830a1e276b78f69 5 5 4
38384c8d92d81a26 6 2 5
383c1ad1e6c86ddd 3 7 2
385ff142aab93037 1 3 0
3867a5a58f33e02c 6 5 7
38876ba4f60f5e7d 0 3 1
388aab7973dceb16 4 5 3
38c129aa018d5e23 0 3 0
38dcdd0b5d288bdd 5 2 4
38e4302ed1822615 3 1 2
38ea6884f3d91d5f 4 2 3
38ecd6f4ddb2795d 0 4 1
39002e885f662b81 3 2 2
390d340701b38a78 5 4 4
3924f10642684591 1 5 0
3925d5a0b47ab4d7 4 5 5
392dd85af6c3412c 4 6 3
39333603f8238c20 1 2 0
393a058ab19674a5 2 1 1
394612171ac4d230 7 3 6
394fb9a2e6554b88 0 3 1
395539cc533a2d27 2 6 1
3968365af1b67e68 0 3 1
396b261fdcef30ff 2 5 1
397397ba0b4ef16f 4 3 3
39b5a7d144807536 1 3 0
39d433c4fb901d0f 3 6 4
39d49b968f727d77 1 7 0
39dd8c207a9411a4 6 6 6
39f8ce452b95491d 4 2 5
39f9f5a8f96e5fe0 0 5 1
3a19b8688d5293af 4 5 3
3a64e28de3fe4bd0 1 4 2
3a6978b1ddf7c59d 0 2 1
3a75f17d972615be 0 7 1
3a8436c12fa68817 1 6 0
3a8cd6e9cd6cf0ce 3 2 3
3aabda80e7ac2f1f 2 1 1
3ab1475826ca00eb 3 1 2
3ad06655097f6e9f 3 4 4
3b002af5791dd9f3 1 3 2
3b17e606f7893827 4 0 5
3b19653b4b12c90b 3 0 2
3b1d96f56d533d20 7 1 6
3b277679db8b45fd 2 3 3
3b58f446ab30f44d 1 3 0
3b6be3812e8c5e03 3 5 2
3b8da7fc27e0c407 4 1 3
3b90a5112f6bba7f 1 1 0
3b9459e8e740616b 7 3 6
3ba46177ad7fe973 4 2 3
3ba718838a24e749 6 2 5
3baddea8cdee8b92 1 1 0
3bbd3b7589c97bcc 0 3 0
3bfa33136367a1cc 5 3 4
3c106219fee6b4fd 2 4 1
3c173a4d966bd6e5 1 2 0
3c48efc038ddb931 6 1 6
3c5fb7cb470b917a 2 2 3
3c6b59e5c2459e89 2 3 3
3c755ca7c042934e 0 3 1
3c7ce644be2efe24 0 4 1
3c807ccee5ce1125 2 1 1
3cc135910c499423 1 4 0
3cc82b1af56a3dab 1 1 0
3cde64a828d2aeb1 2 4 2
3cdece0b415e2abb 3 1 2
3d111d4adb3a2ad6 6 3 5
3d310fddf9bfde30 2 7 3
3d4b3af1a164d2dd 0 7 1
3d4e757d28b16bf4 6 5 5
3d4eca40a65613d4 1 4 0
3d4efd43ddee01ab 1 6 0
3d5897d0c4623418 5 1 4
3d5e24e8a0fbe325 0 3 0
3d6b4edd86692cbf 0 3 1
3d710a17253ab066 3 5 2
3d8b204b3d954999 1 3 0
3d8d0ec919be1371 0 0 1
3d9358ed981bdb72 7 4 7
3d9559292033e6b7 2 2 3
3d966200f2c0cf5b 4 6 3
3dba9c0533ce9079 3 0 2
3debb28b984295a1 4 4 3
3df190c101e7e75f 0 3 1
3e01acff24daa9fa 1 4 1
3e0eb7515160bea2 1 0 0
3e10e99ba187c927 2 1 1
3e66c216639b5ab4 4 5 5
3e780b6600dc622c 4 4 3
3e8e1253b8d4492a 4 6 3
3ea36b384f7efa5c 3 1 2
3ecb1e30f090c23b 1 4 1
3ee9021ba6ab0922 1 1 0
3f089d29ff8ec01e 2 5 1
3f14cd22d0749b7c 1 2 2
3f1ad596e7bb7cbb 0 0 1
3f265344be7babb5 1 3 0
3f27eb1d924e42ff 1 6 0
3f2939278d6f1255 3 1 2
3f2d2e55fce09a39 4 1 3
3f3da347e3d5e022 6 1 5
3f52d7fea29bd626 1 2 1
3f5a0781b9ad24ed 1 5 0
3f72d445f19315e8 3 7 2
3fb0dce5ba4d1b86 1 2 1
3fdadf9a563ea307 2 5 1
3fe51123f0b0939f 0 2 0
3fed10fac4a61253 4 4 5
3ff4d954e5ff7685 7 2 7
402c8ef4058bb302 1 6 0
4050c876f268dc3c 1 2 0
406777eea323654c 2 6 1
406e898d80d7ed5c 0 2 1
407dc6499e477e54 1 6 0
409358df92aa1c0a 1 0 2
40a9e854f2851cfc 3 6 4
40ac0b2bb6eeae36 5 4 4
40b044157c998dfd 1 2 0
40d1b7cbce64613a 0 3 0
411523c8d132d1da 2 1 1
411a90ce57c4abe8 5 0 4
4123cdac89bc98ac 4 3 3
412c95f4e835f43d 1 6 0
4137e3189b351de9 1 5 1
414895c0e969482a 5 7 4
415e20b6900a2f7f 6 1 5
4169d055d1e21f55 6 3 5
417d032db7ce5981 4 3 3
4184deef7c831fdb 3 6 2
4185a5b58ff5400d 2 3 1
41ae9ccc69f3555d 0 4 1
41baf533fbce6559 0 3 0
41d363b8f489e4f6 3 3 2
41dc6826fba5f982 1 4 2
41dcd062a9a9ef2a 0 5 1
41ec8e98d8e757e5 4 3 3
42032130e4a12086 4 4 3
420b649b89c0e0b4 4 6 3
42134b2a95df211a 1 4 2
421e50c99841c419 6 1 5
4222c51d2916b22b 4 2 4
4231b198ed0773bc 1 4 2
4241512ef017b464 6 4 5
4248f45c31793d86 7 6 6
4252c92bdf3586d1 3 6 2
4252e0291436091d 1 2 0
425a906a241f34d5 2 4 1
426fdf07fd8283b7 1 0 0
429052f58a0846d6 0 4 1
429d457783e91fc0 5 6 6
42a0d53a61b01865 0 3 1
42d27ee01c688354 1 4 1
42e78f7b003a430d 4 1 3
42e968d334845806 0 0 1
4355f0c17404f231 0 1 1
43994563b08810ab 3 1 2
439dfb312c75dd12 7 5 6
43a8b8e4fe2f8163 2 6 3
43ddc0bf098b5fc1 3 5 2
43e68ad879c5ef25 0 7 1
44014e79ca1822e2 2 6 1
44246bdd61c0ce75 3 6 2
44303966ddc321a8 0 4 0
4430bd72d7074c92 1 2 0
44341740cdeca7d6 2 3 1
443b141451ab4b07 0 4 0
443ea1ce1c173921 6 3 5
4444caac34e12e67 4 2 4
444ffb54e3b876b3 0 5 1
447060343846b5ca 4 3 3
4493f8d14f129015 4 4 4
44a8e911d1145f06 0 3 1
44b0e6ae461dddfd 0 3 0
44b935a2e0683fb2 2 5 3
44cba5205b72cee5 3 2 4
44e5b2f295fcaf00 2 1 1
44e866bbc10e8e42 0 4 1
44eb1da121769f38 2 6 1
44f021947defe591 0 5 0
44f75f902632934c 5 1 6
4524cf8e2adacaa1 1 0 0
4533dbc76c453fbf 4 6 5
45382d13703f5027 2 5 2
4541a1154bf180a4 1 2 0
45426b0870df8a08 1 4 0
455e776d2699ce0b 1 1 2
45768f1b7949bfdd 5 1 4
4589e7c8bae06d42 4 2 3
45ae89c5736a0cc1 2 6 1
45b81e2502345d1a 2 1 1
45c61d0cca20408f 4 1 3
45e1ead3f12fd516 2 0 1
4602275b4add9249 1 3 0
46147d6ac4910d7d 1 4 1
4621e894d2995f66 1 3 0
46289be9e70c9d2b 0 4 1
464ca419524381b2 3 0 4
465b01c60a67f439 1 5 0
466a65e056324dd1 6 4 6
46813c90dcbbb56f 3 4 3
468898f5d8df0893 0 4 0
46a4e64431f42802 0 2 1
46ae8d3ca982dca9 6 7 5
46ba1d64ba14298c 1 3 2
46c55e1cd56e48a8 3 6 2
4703baf0512d685b 1 3 2
471095f34472d986 1 6 0
471dfd231366e98e 1 3 2
4723507e33e3875a 3 4 2
472a8ecce4250bc7 2 6 1
472d022d3471998f 2 1 1
473c688d4e8fc022 4 0 4
47419a930175e06c 0 2 1
478566592dd74493 1 3 0
478cb9b2b9baea6a 1 5 0
47ad6e4b90c77e0d 0 2 1
47adbe09a4bbd779 5 3 4
47b589d950975be4 0 4 1
47de3cb3e49b174d 1 1 0
48137bf19d461133 0 5 1
481a5c6f1de79cc7 3 2 4
481a926d2daef6d9 6 3 7
481ccefee40d7ab4 3 5 2
4824cb657380c234 0 0 1
482f430cf2f65157 0 0 1
483f9f839e37626d 1 3 2
486077f947bc8d33 3 5 2
4863efca3eed6cab 1 0 0
4867e06d49116228 2 7 1
4891aae077c2bd1c 2 6 1
48b808d02071b90d 3 7 2
48c54f8a2bde6bc6 0 2 1
48c959af1aa9a547 2 1 1
48d4aecd27f83770 2 3 1
48e2bfda8e0c3b09 2 6 1
48e5d7ad567ad09c 3 5 2
48f750245e14a4de 0 5 1
48fd577d95897aa0 1 2 1
490002408c8fca69 5 6 6
4902b29414d81b1f 1 4 2
493fc25aa6cc9c28 6 7 5
49400bbf84b51589 1 0 0
494dc770da9a3496 2 7 1
494e9e9e81dcf015 5 2 4
496245c4532f7710 0 0 0
496a3e55a2cb1f3e 0 2 1
497f2e4445363889 0 4 0
4997e60df93edd50 3 6 4
49a26b9e5861c466 0 2 1
49ad069bd24605e0 2 6 3
49b41a50df0b81c8 0 4 1
49c3f303606514a9 3 2 2
49c8641db1eb7cc4 3 0 2
49d4d9c3aa163d87 5 2 6
49f3fca87d618f05 5 6 6
4a2897f4863ff48e 1 0 0
4a29af8133174a82 3 1 4
4a29edee3f21211b 0 3 0
4a2e7d771f798b34 0 3 1
4a2fda3a00996791 5 6 4
4a3f9a832cbecdee 3 4 3
4a48d4747e378c40 2 4 1
4a6db68cbae5288f 3 6 4
4a6dda52a64b4749 0 6 1
4a6f4f65fed890b4 5 4 4
4a7581415f0d1237 1 1 0
4a832fb71c94973a 6 6 5
4a8f52b12b504224 3 1 2
4aaa5b351ab3bf2d 6 5 5
4ac52d4f2e9e3cac 0 5 1
4ac83aa686fbf918 6 1 5
4add80975941e77c 1 6 0
4ae6483b3236954b 3 6 2
4afd409a1d0aa8da 5 4 5
4b1e6c5870ec3277 1 3 2
4b23ef0d4c3a6a54 1 6 0
4b28282a6b6a6bfa 0 4 1
4b28377ad63da74d 1 2 2
4b4395c18e1b98da 2 4 3
4b49423005db362b 1 3 0
4b4aff052883ac36 2 1 1
4b5656659450fa95 1 6 2
4b56d1bcab913a71 1 5 2
4b585c96e2df92d5 5 4 6
4b6dee564d46028f 0 3 1
4b787484af808cff 1 6 0
4b7a0f8ce835251c 0 1 1
4b7c1b0d8427eb66 3 1 2
4b89731991c00522 0 3 1
4b8d7248446684d2 1 7 0
4b932d0d8bcd4947 1 3 1
4bc7515ca48fa1f0 3 1 2
4bc7bd23114c498a 1 2 2
4bd663e3f335f254 2 3 1
4beb846449b1e8c0 3 3 4
4bf1487fa63a8095 4 2 3
4bf27c428ddd2357 0 4 1
4bfeada3da92e672 4 4 3
4c0d1bcb7ee5bde7 0 2 1
4c123c09dd4c7d79 4 3 4
4c19dd50931b4611 5 4 6
4c2f855f8c7a9dd1 0 6 1
4c3457e8e8cdb083 0 6 1
4c497bcc8b533b7f 6 5 7
4c657c1618361672 3 2 4
4c7774391d428d5c 0 3 1
4ca68d61d3a027a5 0 2 1
4ca76b9e9fdac9d6 0 4 0
4cb00abed6cf5e60 0 0 1
4cbe2d7d0976d2fd 3 6 2
4cc187025e57b43a 6 3 6
4cd1a24c00e01614 1 4 0
4cd44e7f15c1ab45 1 6 0
4ced11d0cb057bc3 2 1 1
4cf9358299f5ea7b 1 2 2
4cfe2343e81c55ab 1 0 0
4d00143cd695e247 4 4 3
4d077d4ccd6fe61e 5 4 6
4d46abff4f0f30fd 0 6 1
4d56af34ef4c83bb 0 1 1
4d83a2660c89aab8 3 5 4
4d97e9d4d605a806 0 2 1
4dc1ec19f5cae38c 1 0 0
4dfb8f9af61fc006 6 1 6
4e10a5beede0d66d 2 4 3
4e388fc5f6d4adff 1 7 0
4e4302f263beaf99 5 7 4
4e46d841b8f4fe63 4 0 3
4e531e114ab1016f 2 2 3
4e5a85ed8beab527 3 4 4
4e688bd0f07cade3 5 1 4
4e7068ce172ca06e 1 4 2
4e8e85d7c7a50004 6 4 5
4e9530d7a42a819d 0 4 0
4ea625782ed5b847 1 2 0
4ea73fd77e0195f9 1 5 0
4eb1b81807a38a36 2 5 2
4eb3e276039ce870 0 3 0
4ede60855d94b9df 1 0 0
4eeeed45c8a0f5b7 3 3 4
4f136b4d2ed45607 1 3 1
4f20dbb4d17a6981 6 7 7
4f3c2ea189e4f2fb 3 4 2
4f3e33a2e69efb3b 0 3 1
4f66d71a99a60689 1 3 0
4f68a740c1a2556a 2 7 3
4f6d1ba921a1b413 2 4 1
4f729c4243565cfa 3 2 2
4f73ccc1c12ce7cc 1 6 0
4f79b45cd5c610c3 6 6 5
4f83b59f91c50e20 1 6 0
4f870f7e91d64596 0 2 1
4faeb4246a49bd34 1 0 0
4fbf0a097e8a39e6 7 4 6
4fc8c03fe257d099 0 4 1
4fda263831c78d37 6 2 7
4fe656cbdb089b41 2 4 1
4ff3141759758710 4 1 3
4ffb029d43e691b1 2 2 1
5009398b70c03c20 2 3 1
5009c7858095a8d1 0 4 1
500ae87ba890ff44 3 2 4
50173d6e9326fa67 1 5 2
503b91fc2d7063a0 1 3 1
50433ece13da203e 2 6 1
507b44c486906ac7 4 2 5
507fa9100d7cdca2 0 4 1
509cd67cbdb9c0c4 0 3 0
50b7e54424ac0d23 1 0 0
50c51b89873c100b 3 2 4
50cb202eaa16549c 0 3 0
50ddbb07964f6276 1 4 0
50e3adc097b54abc 0 4 0
5121006649ac2fb1 2 5 1
51303da271950fd3 4 5 3
5130e4566b66664d 2 1 1
5143d89f01574a39 4 2 3
5151a57d76a707a2 0 3 1
51546d8d26b98917 3 5 2
515537535009d7a9 1 5 0
515d51bc1ba83e63 1 1 0
515eebd2623adf3f 1 6 0
518bb1b9c123af34 4 2 3
519e610fcbde8cd0 0 3 1
51ae771500095ccd 1 3 2
51b17ecfd027982e 5 6 6
51becd67a7746a79 0 5 1
51cb00e0d2a5900a 0 4 1
51e2c07ffe3f2baa 6 6 5
5216c7edd1aa3c09 2 7 1
521fdb774060de92 0 2 0
5222fcf679326eba 3 4 4
523736251db44f37 2 4 1
52601ae111986d0b 1 4 0
526c93608aeca030 1 2 0
527edd6e02a238ee 0 3 1
52c303177a8510fa 5 1 4
52daf05075a9e539 3 4 2
52e0a7e09d65ff90 7 1 6
52ebd3f139dd6074 2 1 1
52f2b5d59bed63a5 4 5 3
52f47cb23801ce8e 0 3 1
5317285dc32ae91b 2 6 1
531b967323887612 3 5 2
5351643f7bc73923 1 2 0
535e672ccaa5d009 4 2 3
53663712ada64a76 0 4 1
538e6189b3a083c6 6 5 7
53a04f7a072908a6 5 6 4
53a7d8ea9e736725 0 5 1
540d5d567e8b9ce6 1 3 2
5415ea8e661ffd90 4 2 3
5445741a100c66d2 2 4 1
5467e5bd976dd306 1 1 0
547516c63114b6dc 3 2 4
547d0dc0d11a85e6 4 4 3
54b56be1c2f650d5 3 1 2
54e13573b0eed946 3 4 4
550ceb24da87d840 1 4 0
55141e4913b586bf 2 6 1
55226de3f6ae4c99 2 5 2
556665952e3de575 3 1 2
55730ba57b6d4ce3 3 6 4
55b1eea6cb88fdc6 1 3 1
55c2dcb8b1d53f84 2 4 2
5623c7f0333c33bb 0 3 1
56462cdc083e2d92 2 0 1
56561d156626d19c 3 2 4
5679b5037c43aaf4 1 3 0
568ebff3831e9f6b 7 4 7
5697852dda348349 0 4 1
5699ebdc8ace4bdc 1 4 2
569f320b76e51f1f 0 7 1
56cdae07e5dad07c 1 5 0
56d768bfc0e0a84f 1 3 0
56d920592f9d47ea 3 4 2
56e20b87d86c794c 6 6 5
56e30550189752c3 0 4 0
56e9c48704d32f8f 3 3 2
56fc162c27c999bd 3 4 2
570cc4d07d41161b 0 4 1
571285f852ee46ca 2 7 1
5745072decb6725a 3 4 4
574ca547b22f1139 5 2 4
57896e20172c250d 0 4 0
578f432583a28b05 0 2 1
579b1a98afe0e86b 6 2 5
579e0dcbf24e31e2 7 6 6
57cc15ad4847b525 3 1 2
57d40791cba36c31 3 6 2
57fb911dfe94ac9a 1 0 0
585083a4b75fb605 4 5 3
58a5bd022749d3d0 5 4 4
58aff5f0717ab7a8 6 0 5
58b44088aba0cfd7 2 3 3
58c018851ad64e6b 3 5 2
58d3c7d43fcdc433 2 5 1
58d9665f63450762 0 5 1
58f228e248a228f3 1 3 1
58f2a03bf878159a 5 1 6
5918023fcb067871 2 2 2
594239f132452ab6 3 5 2
594797306fe87107 4 5 4
5950909add6d3ef5 5 1 4
595e9746227e40ab 0 5 1
59699248a90f7b4d 4 4 3
596a8faca46e064a 5 1 4
59b0255f65a2a979 3 2 4
59c059e5b64edfab 1 3 0
59dd98a36377a245 2 2 1
59e260f71e85fc3d 2 1 3
5a0a3b72c1755109 0 5 1
5a27b8c7584d818b 4 1 3
5a3a3547c597634f 0 3 1
5a519472210ff011 0 4 1
5a5e69209632f3be 0 3 0
5a76521670bb4ddf 3 3 2
5a79346408a2aa85 1 5 0
5a79cbdfecb4a2c2 1 3 1
5aa6d82a1a1bd8a0 3 5 3
5adaf702dbe87c35 0 3 1
5aee1d9183f85baf 5 5 4
5afa7312007dccf7 1 2 2
5aface61f9546fdf 3 3 4
5b0196dd58b78690 7 4 7
5b12ed0aa09f80cf 0 3 1
5b1a4b31d47c7775 5 1 4
5b25a61ae76b1207 5 2 4
5b285922e9d72650 1 0 0
5b3b3b68c39e4490 2 2 1
5b573e1463443c31 4 2 3
5b6382da554e654c 1 2 0
5b79dba49488e43a 5 4 4
5b809e7d88600ed1 2 7 1
5b84f8afbddb1c4b 3 6 2
5b8732ee187a5584 5 4 6
5bb43e307bc00371 6 1 5
5bb96bb65c5b2a6e 2 1 3
5bc0ea44eb220607 4 7 5
5bc467d6a0ce4bdf 1 3 2
5c163788e22e8e6e 2 5 1
5c24581602311322 4 6 5
5c277431044baab6 6 7 7
5c297ee3a843e59a 0 4 1
5c31d61b2e7fa449 1 6 2
5c384d85c2a633e0 0 7 1
5c4fea259dfedfee 5 2 4
5c5b54c2639ce8d2 2 5 2
5c709e8400a84a24 1 5 0
5c9cd50b80dbb4ac 4 5 5
5ca40bb4ae80610b 2 3 1
5ca5572b03736e99 4 5 5
5ca5e36942c7ff84 0 5 1
5cae3b9db7e90c25 1 6 0
5cbad4e3172ccb82 4 2 3
5cc3ca4a439d1ed8 1 6 0
5ce0fe89374a204d 1 5 0
5ceb7fa27bb88951 0 4 1
5cf1a41e2c3d1f0d 3 5 4
5cf1cf945793454f 2 2 1
5cf6bbeae1622f18 2 4 1
5cfc4d9b3188da47 1 4 0
5d018db5dbb1e337 4 0 3
5d056fd8ab2e390d 2 3 3
5d196be8a985b073 1 5 2
5d264390797db5a5 3 0 2
5d3ae5a2d5c92db8 2 1 1
5d6b82f7b101ede1 3 5 4
5d7f223cf521339d 0 4 1
5d8161b9df4cce8a 4 1 3
5d90ca851a1c511c 3 5 2
5db02636c7a6457a 4 1 3
5dc27f1452e96d57 2 5 3
5ddee8d9b6107a68 6 3 7
5de272162ae6b57d 1 3 0
5de3fa8f675eca55 3 0 2
5e1160948b6eb45e 5 4 6
5e42d86ddd4a18af 0 4 0
5e52e38011e978d4 3 5 2
5e5fd71572455f69 3 1 2
5e65d40508a84f86 1 4 0
5e6df27e76610827 2 2 3
5e85a819c2a78986 1 4 2
5e85eefc53f1efe4 4 0 3
5e9f399982632cec 0 3 0
5ed3f6dc6890804d 0 4 0
5f0338bb8d1c2995 2 4 3
5f0cf3ed259478fb 3 3 3
5f1eb98da79b2636 0 3 0
5f1fb38247ab94d5 4 6 3
5f2958b02bd614ba 7 1 6
5f339ead286ec30f 1 3 1
5f57cd3d0e1feda7 3 2 2
5f5be8de63bdb570 0 3 1
5f64c5d72cce8c77 1 3 0
5f955fd86de7cb72 4 6 3
5f96064006440668 4 6 3
5f9dde542da4b418 4 6 5
5faeae8f26556bea 3 5 3
5faf2b1c4116d529 6 5 7
5fdec3ae02323d2c 5 1 4
5fe2839d0467aef8 0 2 1
5ffaf1ff245b9729 6 6 5
600719e3a39a355d 2 5 1
6014558b44441a4a 3 2 2
605f69d6b0bdfd02 1 4 2
60616dc2a37baacc 1 6 0
606c9f0625cb6fd2 2 2 1
6075ea11504d8d8b 1 3 2
607f5a8b3e6e3701 0 6 1
6088b20d8f62bfa4 4 1 3
6093d5251588bc80 3 2 2
60acc3bfc176bab6 5 3 6
60c69199174e8a8f 2 1 1
60e002f9f684c5f4 3 5 2
611165f143dc3072 0 4 0
61193ced34657971 0 7 1
613fee5f98afded1 2 2 2
61777e115c0609bc 4 3 3
6190e7df14263046 1 6 0
619ff33002296da4 0 4 0
61b1df06a668afa0 2 2 1
61edf008b008a20d 1 2 2
61ef755655d2ab10 0 2 0
6202a579ad4bdf5e 0 5 1
6211ee3689b6c052 5 7 5
6226e44c8a069971 0 4 0
622d7397429b4fb4 3 1 2
624d0793cac49101 1 0 0
625c4a3fcfbdb464 5 4 5
625fce55a7af62c4 1 1 0
62883d03586886cc 1 5 0
628983d6c3c3c977 7 1 6
62998f08d0f11b14 3 6 2
62cc8eee5eb3abd4 2 6 1
62d2e9a8894d594d 0 2 1
62d603fe7a387b50 3 0 2
62dfa289e70cad33 0 4 1
62e7f95f98455e67 4 1 3
631e9676f9fa09d9 1 6 0
63293501fa6fdd1b 3 2 2
632ffc0997705266 3 3 2
633ea9ace1048bd0 4 2 3
6340d7c590536289 1 0 0
6349aaa85bbd379e 6 4 6
634cf046e5849d27 3 3 3
63b70934bd1eaeab 3 2 4
63bfdc9ab64e9435 4 5 3
63e1d55415117f7d 2 4 3
63e2d9390eadc02d 5 0 4
63f4295f3b8a1605 1 3 0
641c5e4695ca7f0c 1 3 0
645316391aee7368 3 5 2
64816a85471cd789 1 2 0
648385b819481b07 4 1 3
649d09d70b551e2f 7 1 6
649eedbf2dc3f08e 0 2 1
64a010898a5fcc10 5 6 4
64def4dafc41aa85 0 2 1
64f2b2cad83dba11 5 5 4
6521b855226a2fa3 1 4 0
65287c126758b254 6 4 5
654d973ae432c795 5 2 4
654e24b9211f3179 0 4 0
655d461b4f74cc45 0 3 1
65665b75a2e2dac0 1 3 2
656795f616139dfc 4 1 3
656bba243316a62e 1 0 0
657411bc0b47866a 2 0 1
6574a3aa6bcb4bbf 2 2 1
657e1b2215078c07 3 3 2
658bf94376b9db58 5 4 4
65a44a180abb11f2 0 4 0
65b260a0b1202bbf 1 7 2
65d1ddb947302d07 1 3 0
65d7a8b73dfca48f 1 5 0
65dcf8990fa08c10 4 4 3
6601716a1016f05c 1 5 0
6611d8fb2d3d75eb 1 7 2
664c84307426c645 6 7 5
66583c3d2317c725 5 1 4
6658b2252e271c28 5 4 5
665e42be6d192ac8 1 3 0
667148f669d2790e 4 2 5
667af3d8d6a44170 1 4 0
6689ec4983d062b8 2 1 1
669946c873288b37 4 4 3
66b06f962c554be4 3 6 2
66e0f5cf36f9bbe1 2 7 1
66f31b14e003f842 0 4 1
66f69d71c9e36ce0 1 3 2
66fa4606bb75fc96 5 1 4
6718e1a46f715def 3 3 3
6737c626c6308d5d 0 2 0
67b0e09b85a6b6cf 3 6 4
67b0e8e61ef987b7 4 6 3
67bafb078eae8ccd 2 6 1
67bc076808bd033d 0 4 0
67fcdcf9339abd9f 0 2 0
680bfca28fdf0770 1 5 2
6831ee7e3b0f9716 3 0 3
68399d388cbf930c 6 1 5
683a475367e22801 2 6 1
68441a7f107c2081 0 7 1
6863dc84dfd42bc2 3 6 4
6869e3379d21c5d5 0 4 0
68735ebac015e0af 2 6 1
6875b55352d61f99 4 2 3
68a6a40279b6f63e 7 4 6
68b45edf0cd9a80d 3 4 2
68bb77c73cd0313b 6 2 6
68c7f4ba23d0dd47 7 6 6
68ea98ffeff00fb2 2 3 1
68f84f1c3d12038c 2 4 1
691f7e7b8767d56b 0 6 1
69308eb76eb58283 2 6 1
69421fe7e5aa6387 3 5 4
69489e244683ab11 4 6 3
6951c73475ecd44b 5 1 4
696ef328d5dc8898 1 6 0
6985db2acbdf6ac3 7 1 6
698a70813a813135 1 2 2
698c4e533e35875f 3 6 2
69c02faa1bb84c2c 5 5 4
69d14dcc85265b57 0 7 1
69ed13b1fe305d5a 1 7 0
69ed1ac7ed128497 1 2 1
6a125c6125c7ba6a 5 3 5
6a21da77d4ad82a2 0 4 1
6a2dab2d15ef2b0a 2 6 1
6a490d4b9435e182 1 2 0
6a591934f707049f 6 4 5
6a5b2f3a7e7a59bb 1 3 2
6a5bddb4ddf847a7 2 6 1
6a6192196a96d300 1 6 0
6a61b9fce24817b7 1 5 0
6a641e6e29501948 1 5 0
6a6cde2da6003609 5 3 5
6a9193fc83218764 3 4 2
6a91f2507410b51c 6 4 7
6a9456bb5e3cd6d4 0 3 1
6b0e7556c9fff23e 2 5 1
6b0f8707333c29fc 0 2 1
6b22bba0b1a939ef 0 5 1
6b3ec02755da3064 1 3 1
6b466e09f68779e9 6 1 5
6b57a752ea8efaac 3 0 3
6bb465f856267381 3 1 2
6bb54d49ebb9ebac 7 1 6
6be9e5d170f931e3 1 5 0
6c1081d4f547bced 3 1 4
6c23148dc610e007 4 2 3
6c2a583839a8e565 1 5 0
6c2edbf649453396 5 4 6
6c5065ff20754384 1 2 0
6c55a7c295ffc9a5 3 4 4
6c64c5cdefa34072 2 7 3
6c7feacc19309918 2 4 3
6c9792d6ab4ab5f3 3 2 4
6cbf06994ff1bc43 1 1 0
6cc1d468f04db753 1 2 0
6cc373159085109b 4 6 3
6cdfd3e3798575b4 6 6 5
6ce0314eb1bfc4cb 1 1 0
6ce3c6e5798f915e 4 5 5
6cf2d0c02b10f484 2 6 1
6d0b367839c07bd0 3 6 2
6d5964ba2f34ec08 0 3 0
6d778235e5772848 1 2 1
6d82a25eb9c00d53 5 2 5
6d9a0a1d81885013 0 7 1
6d9eb342cacba4bf 4 2 3
6da04a3e75808c8d 4 1 3
6dbcedc578fdf2ab 5 1 4
6dc6eeb3410a2501 3 0 4
6df6c3f319182240 3 4 3
6e1abd24b8030247 0 4 1
6e408efcd3352e41 0 4 0
6e6304d2e63235fa 2 0 1
6e743615e6015ec0 1 4 2
6e93eb0da2d9a5a8 0 3 1
6e94d32c540553d3 2 2 1
6e9629bda059a1f8 1 1 2
6e9ab7a673ca1a56 0 7 1
6ea9ae6f0f149881 0 0 1
6eaa8cd4d931df81 1 0 0
6ebf501df355468c 0 3 1
6edc428a7c7d62fb 0 2 1
6f0a0802468b7a68 4 2 3
6f2014a102a44a48 0 3 1
6f40588e439ffc20 1 3 1
6f49db36e2a0637f 1 3 0
6f51e7ed7aff5c8f 5 5 6
6f7327c23d646b05 0 0 1
6fc6e681120145ea 0 4 1
6fd24a28e592e425 3 5 2
701b4d689b1d31fb 0 3 1
7055faea765436a2 1 2 0
705837c79b9abbaf 3 5 4
705e08cc0702bfc1 1 4 0
707cca9edc94855c 2 2 1
709d639446391c03 2 4 1
70c32d405a586e01 3 2 2
70df7d87d3915ef5 7 1 6
710d9698cca2827f 1 5 2
71520635d662cdce 0 4 1
71bae4877494a2af 1 3 2
71cee0b524ae39cd 3 3 4
71fa4c7c079b295d 4 4 3
7225dfefbc56eaa2 3 5 3
72628f1c4d711189 1 5 0
7291eae1a1ba229a 0 3 0
72ad5bbc991ca55f 3 5 2
72d0cd0df2219b80 0 4 1
72f5f07c54aa92a7 5 3 6
